network,autonomous_system_number,autonomous_system_organization
240e:423:a600::/39,140061,"Qinghai Telecom"
240e:423:a800::/39,140061,"Qinghai Telecom"
240e:423:aa00::/42,132225,"China Telecom"
240e:423:aa40::/42,140061,"Qinghai Telecom"
240e:423:aa80::/41,140061,"Qinghai Telecom"
240e:423:ab00::/40,140061,"Qinghai Telecom"
240e:423:ac00::/39,140061,"Qinghai Telecom"
240e:423:ae00::/40,140061,"Qinghai Telecom"
240e:423:af00::/42,132225,"China Telecom"
240e:423:af40::/42,140061,"Qinghai Telecom"
240e:423:af80::/41,140061,"Qinghai Telecom"
240e:423:b000::/38,140061,"Qinghai Telecom"
240e:423:b400::/42,132225,"China Telecom"
240e:423:b440::/42,140061,"Qinghai Telecom"
240e:423:b480::/41,140061,"Qinghai Telecom"
240e:423:b500::/40,140061,"Qinghai Telecom"
240e:423:b600::/39,140061,"Qinghai Telecom"
240e:423:b800::/40,140061,"Qinghai Telecom"
240e:423:b900::/42,132225,"China Telecom"
240e:423:b940::/42,140061,"Qinghai Telecom"
240e:423:b980::/41,140061,"Qinghai Telecom"
240e:423:ba00::/39,140061,"Qinghai Telecom"
240e:423:bc00::/39,140061,"Qinghai Telecom"
240e:423:be00::/42,132225,"China Telecom"
240e:423:be40::/42,140061,"Qinghai Telecom"
240e:423:be80::/41,140061,"Qinghai Telecom"
240e:423:bf00::/40,140061,"Qinghai Telecom"
240e:423:c000::/39,140061,"Qinghai Telecom"
240e:423:c200::/40,140061,"Qinghai Telecom"
240e:423:c300::/42,132225,"China Telecom"
240e:423:c340::/42,140061,"Qinghai Telecom"
240e:423:c380::/41,140061,"Qinghai Telecom"
240e:423:c400::/38,140061,"Qinghai Telecom"
240e:423:c800::/42,132225,"China Telecom"
240e:423:c840::/42,140061,"Qinghai Telecom"
240e:423:c880::/41,140061,"Qinghai Telecom"
240e:423:c900::/40,140061,"Qinghai Telecom"
240e:423:ca00::/39,140061,"Qinghai Telecom"
240e:423:cc00::/40,140061,"Qinghai Telecom"
240e:423:cd00::/42,132225,"China Telecom"
240e:423:cd40::/42,140061,"Qinghai Telecom"
240e:423:cd80::/41,140061,"Qinghai Telecom"
240e:423:ce00::/39,140061,"Qinghai Telecom"
240e:423:d000::/39,140061,"Qinghai Telecom"
240e:423:d200::/42,132225,"China Telecom"
240e:423:d240::/42,140061,"Qinghai Telecom"
240e:423:d280::/41,140061,"Qinghai Telecom"
240e:423:d300::/40,140061,"Qinghai Telecom"
240e:423:d400::/39,140061,"Qinghai Telecom"
240e:423:d600::/40,140061,"Qinghai Telecom"
240e:423:d700::/42,132225,"China Telecom"
240e:423:d740::/42,140061,"Qinghai Telecom"
240e:423:d780::/41,140061,"Qinghai Telecom"
240e:423:d800::/38,140061,"Qinghai Telecom"
240e:423:dc00::/42,132225,"China Telecom"
240e:423:dc40::/42,140061,"Qinghai Telecom"
240e:423:dc80::/41,140061,"Qinghai Telecom"
240e:423:dd00::/40,140061,"Qinghai Telecom"
240e:423:de00::/39,140061,"Qinghai Telecom"
240e:423:e000::/35,140061,"Qinghai Telecom"
240e:424::/30,4134,Chinanet
240e:428::/29,4134,Chinanet
240e:430::/29,4134,Chinanet
240e:438::/43,4134,Chinanet
240e:438:20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:40::/42,4134,Chinanet
240e:438:80::/41,4134,Chinanet
240e:438:100::/40,4134,Chinanet
240e:438:200::/43,4134,Chinanet
240e:438:220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:240::/42,4134,Chinanet
240e:438:280::/41,4134,Chinanet
240e:438:300::/40,4134,Chinanet
240e:438:400::/43,4134,Chinanet
240e:438:420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:440::/42,4134,Chinanet
240e:438:480::/41,4134,Chinanet
240e:438:500::/40,4134,Chinanet
240e:438:600::/43,4134,Chinanet
240e:438:620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:640::/42,4134,Chinanet
240e:438:680::/41,4134,Chinanet
240e:438:700::/40,4134,Chinanet
240e:438:800::/43,4134,Chinanet
240e:438:820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:840::/42,4134,Chinanet
240e:438:880::/41,4134,Chinanet
240e:438:900::/40,4134,Chinanet
240e:438:a00::/43,4134,Chinanet
240e:438:a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:a40::/42,4134,Chinanet
240e:438:a80::/41,4134,Chinanet
240e:438:b00::/40,4134,Chinanet
240e:438:c00::/43,4134,Chinanet
240e:438:c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:c40::/42,4134,Chinanet
240e:438:c80::/41,4134,Chinanet
240e:438:d00::/40,4134,Chinanet
240e:438:e00::/43,4134,Chinanet
240e:438:e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:e40::/42,4134,Chinanet
240e:438:e80::/41,4134,Chinanet
240e:438:f00::/40,4134,Chinanet
240e:438:1000::/43,4134,Chinanet
240e:438:1020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1040::/42,4134,Chinanet
240e:438:1080::/41,4134,Chinanet
240e:438:1100::/40,4134,Chinanet
240e:438:1200::/43,4134,Chinanet
240e:438:1220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1240::/42,4134,Chinanet
240e:438:1280::/41,4134,Chinanet
240e:438:1300::/40,4134,Chinanet
240e:438:1400::/43,4134,Chinanet
240e:438:1420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1440::/42,4134,Chinanet
240e:438:1480::/41,4134,Chinanet
240e:438:1500::/40,4134,Chinanet
240e:438:1600::/43,4134,Chinanet
240e:438:1620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1640::/42,4134,Chinanet
240e:438:1680::/41,4134,Chinanet
240e:438:1700::/40,4134,Chinanet
240e:438:1800::/43,4134,Chinanet
240e:438:1820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1840::/42,4134,Chinanet
240e:438:1880::/41,4134,Chinanet
240e:438:1900::/40,4134,Chinanet
240e:438:1a00::/43,4134,Chinanet
240e:438:1a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1a40::/42,4134,Chinanet
240e:438:1a80::/41,4134,Chinanet
240e:438:1b00::/40,4134,Chinanet
240e:438:1c00::/43,4134,Chinanet
240e:438:1c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1c40::/42,4134,Chinanet
240e:438:1c80::/41,4134,Chinanet
240e:438:1d00::/40,4134,Chinanet
240e:438:1e00::/43,4134,Chinanet
240e:438:1e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:1e40::/42,4134,Chinanet
240e:438:1e80::/41,4134,Chinanet
240e:438:1f00::/40,4134,Chinanet
240e:438:2000::/43,4134,Chinanet
240e:438:2020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2040::/42,4134,Chinanet
240e:438:2080::/41,4134,Chinanet
240e:438:2100::/40,4134,Chinanet
240e:438:2200::/43,4134,Chinanet
240e:438:2220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2240::/42,4134,Chinanet
240e:438:2280::/41,4134,Chinanet
240e:438:2300::/40,4134,Chinanet
240e:438:2400::/43,4134,Chinanet
240e:438:2420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2440::/42,4134,Chinanet
240e:438:2480::/41,4134,Chinanet
240e:438:2500::/40,4134,Chinanet
240e:438:2600::/43,4134,Chinanet
240e:438:2620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2640::/42,4134,Chinanet
240e:438:2680::/41,4134,Chinanet
240e:438:2700::/40,4134,Chinanet
240e:438:2800::/43,4134,Chinanet
240e:438:2820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2840::/42,4134,Chinanet
240e:438:2880::/41,4134,Chinanet
240e:438:2900::/40,4134,Chinanet
240e:438:2a00::/43,4134,Chinanet
240e:438:2a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2a40::/42,4134,Chinanet
240e:438:2a80::/41,4134,Chinanet
240e:438:2b00::/40,4134,Chinanet
240e:438:2c00::/43,4134,Chinanet
240e:438:2c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2c40::/42,4134,Chinanet
240e:438:2c80::/41,4134,Chinanet
240e:438:2d00::/40,4134,Chinanet
240e:438:2e00::/43,4134,Chinanet
240e:438:2e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:2e40::/42,4134,Chinanet
240e:438:2e80::/41,4134,Chinanet
240e:438:2f00::/40,4134,Chinanet
240e:438:3000::/43,4134,Chinanet
240e:438:3020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3040::/42,4134,Chinanet
240e:438:3080::/41,4134,Chinanet
240e:438:3100::/40,4134,Chinanet
240e:438:3200::/43,4134,Chinanet
240e:438:3220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3240::/42,4134,Chinanet
240e:438:3280::/41,4134,Chinanet
240e:438:3300::/40,4134,Chinanet
240e:438:3400::/43,4134,Chinanet
240e:438:3420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3440::/42,4134,Chinanet
240e:438:3480::/41,4134,Chinanet
240e:438:3500::/40,4134,Chinanet
240e:438:3600::/43,4134,Chinanet
240e:438:3620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3640::/42,4134,Chinanet
240e:438:3680::/41,4134,Chinanet
240e:438:3700::/40,4134,Chinanet
240e:438:3800::/43,4134,Chinanet
240e:438:3820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3840::/42,4134,Chinanet
240e:438:3880::/41,4134,Chinanet
240e:438:3900::/40,4134,Chinanet
240e:438:3a00::/43,4134,Chinanet
240e:438:3a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3a40::/42,4134,Chinanet
240e:438:3a80::/41,4134,Chinanet
240e:438:3b00::/40,4134,Chinanet
240e:438:3c00::/43,4134,Chinanet
240e:438:3c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3c40::/42,4134,Chinanet
240e:438:3c80::/41,4134,Chinanet
240e:438:3d00::/40,4134,Chinanet
240e:438:3e00::/43,4134,Chinanet
240e:438:3e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:3e40::/42,4134,Chinanet
240e:438:3e80::/41,4134,Chinanet
240e:438:3f00::/40,4134,Chinanet
240e:438:4000::/43,4134,Chinanet
240e:438:4020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4040::/42,4134,Chinanet
240e:438:4080::/41,4134,Chinanet
240e:438:4100::/40,4134,Chinanet
240e:438:4200::/43,4134,Chinanet
240e:438:4220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4240::/42,4134,Chinanet
240e:438:4280::/41,4134,Chinanet
240e:438:4300::/40,4134,Chinanet
240e:438:4400::/43,4134,Chinanet
240e:438:4420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4440::/42,4134,Chinanet
240e:438:4480::/41,4134,Chinanet
240e:438:4500::/40,4134,Chinanet
240e:438:4600::/43,4134,Chinanet
240e:438:4620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4640::/42,4134,Chinanet
240e:438:4680::/41,4134,Chinanet
240e:438:4700::/40,4134,Chinanet
240e:438:4800::/43,4134,Chinanet
240e:438:4820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4840::/42,4134,Chinanet
240e:438:4880::/41,4134,Chinanet
240e:438:4900::/40,4134,Chinanet
240e:438:4a00::/43,4134,Chinanet
240e:438:4a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4a40::/42,4134,Chinanet
240e:438:4a80::/41,4134,Chinanet
240e:438:4b00::/40,4134,Chinanet
240e:438:4c00::/43,4134,Chinanet
240e:438:4c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4c40::/42,4134,Chinanet
240e:438:4c80::/41,4134,Chinanet
240e:438:4d00::/40,4134,Chinanet
240e:438:4e00::/43,4134,Chinanet
240e:438:4e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:4e40::/42,4134,Chinanet
240e:438:4e80::/41,4134,Chinanet
240e:438:4f00::/40,4134,Chinanet
240e:438:5000::/43,4134,Chinanet
240e:438:5020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5040::/42,4134,Chinanet
240e:438:5080::/41,4134,Chinanet
240e:438:5100::/40,4134,Chinanet
240e:438:5200::/43,4134,Chinanet
240e:438:5220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5240::/42,4134,Chinanet
240e:438:5280::/41,4134,Chinanet
240e:438:5300::/40,4134,Chinanet
240e:438:5400::/43,4134,Chinanet
240e:438:5420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5440::/42,4134,Chinanet
240e:438:5480::/41,4134,Chinanet
240e:438:5500::/40,4134,Chinanet
240e:438:5600::/43,4134,Chinanet
240e:438:5620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5640::/42,4134,Chinanet
240e:438:5680::/41,4134,Chinanet
240e:438:5700::/40,4134,Chinanet
240e:438:5800::/43,4134,Chinanet
240e:438:5820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5840::/42,4134,Chinanet
240e:438:5880::/41,4134,Chinanet
240e:438:5900::/40,4134,Chinanet
240e:438:5a00::/43,4134,Chinanet
240e:438:5a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5a40::/42,4134,Chinanet
240e:438:5a80::/41,4134,Chinanet
240e:438:5b00::/40,4134,Chinanet
240e:438:5c00::/43,4134,Chinanet
240e:438:5c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5c40::/42,4134,Chinanet
240e:438:5c80::/41,4134,Chinanet
240e:438:5d00::/40,4134,Chinanet
240e:438:5e00::/43,4134,Chinanet
240e:438:5e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:5e40::/42,4134,Chinanet
240e:438:5e80::/41,4134,Chinanet
240e:438:5f00::/40,4134,Chinanet
240e:438:6000::/43,4134,Chinanet
240e:438:6020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6040::/42,4134,Chinanet
240e:438:6080::/41,4134,Chinanet
240e:438:6100::/40,4134,Chinanet
240e:438:6200::/43,4134,Chinanet
240e:438:6220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6240::/42,4134,Chinanet
240e:438:6280::/41,4134,Chinanet
240e:438:6300::/40,4134,Chinanet
240e:438:6400::/43,4134,Chinanet
240e:438:6420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6440::/42,4134,Chinanet
240e:438:6480::/41,4134,Chinanet
240e:438:6500::/40,4134,Chinanet
240e:438:6600::/43,4134,Chinanet
240e:438:6620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6640::/42,4134,Chinanet
240e:438:6680::/41,4134,Chinanet
240e:438:6700::/40,4134,Chinanet
240e:438:6800::/43,4134,Chinanet
240e:438:6820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6840::/42,4134,Chinanet
240e:438:6880::/41,4134,Chinanet
240e:438:6900::/40,4134,Chinanet
240e:438:6a00::/43,4134,Chinanet
240e:438:6a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6a40::/42,4134,Chinanet
240e:438:6a80::/41,4134,Chinanet
240e:438:6b00::/40,4134,Chinanet
240e:438:6c00::/43,4134,Chinanet
240e:438:6c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6c40::/42,4134,Chinanet
240e:438:6c80::/41,4134,Chinanet
240e:438:6d00::/40,4134,Chinanet
240e:438:6e00::/43,4134,Chinanet
240e:438:6e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:6e40::/42,4134,Chinanet
240e:438:6e80::/41,4134,Chinanet
240e:438:6f00::/40,4134,Chinanet
240e:438:7000::/43,4134,Chinanet
240e:438:7020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7040::/42,4134,Chinanet
240e:438:7080::/41,4134,Chinanet
240e:438:7100::/40,4134,Chinanet
240e:438:7200::/43,4134,Chinanet
240e:438:7220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7240::/42,4134,Chinanet
240e:438:7280::/41,4134,Chinanet
240e:438:7300::/40,4134,Chinanet
240e:438:7400::/43,4134,Chinanet
240e:438:7420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7440::/42,4134,Chinanet
240e:438:7480::/41,4134,Chinanet
240e:438:7500::/40,4134,Chinanet
240e:438:7600::/43,4134,Chinanet
240e:438:7620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7640::/42,4134,Chinanet
240e:438:7680::/41,4134,Chinanet
240e:438:7700::/40,4134,Chinanet
240e:438:7800::/43,4134,Chinanet
240e:438:7820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7840::/42,4134,Chinanet
240e:438:7880::/41,4134,Chinanet
240e:438:7900::/40,4134,Chinanet
240e:438:7a00::/43,4134,Chinanet
240e:438:7a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7a40::/42,4134,Chinanet
240e:438:7a80::/41,4134,Chinanet
240e:438:7b00::/40,4134,Chinanet
240e:438:7c00::/43,4134,Chinanet
240e:438:7c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7c40::/42,4134,Chinanet
240e:438:7c80::/41,4134,Chinanet
240e:438:7d00::/40,4134,Chinanet
240e:438:7e00::/43,4134,Chinanet
240e:438:7e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:7e40::/42,4134,Chinanet
240e:438:7e80::/41,4134,Chinanet
240e:438:7f00::/40,4134,Chinanet
240e:438:8000::/43,4134,Chinanet
240e:438:8020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8040::/42,4134,Chinanet
240e:438:8080::/41,4134,Chinanet
240e:438:8100::/40,4134,Chinanet
240e:438:8200::/43,4134,Chinanet
240e:438:8220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8240::/42,4134,Chinanet
240e:438:8280::/41,4134,Chinanet
240e:438:8300::/40,4134,Chinanet
240e:438:8400::/43,4134,Chinanet
240e:438:8420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8440::/42,4134,Chinanet
240e:438:8480::/41,4134,Chinanet
240e:438:8500::/40,4134,Chinanet
240e:438:8600::/43,4134,Chinanet
240e:438:8620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8640::/42,4134,Chinanet
240e:438:8680::/41,4134,Chinanet
240e:438:8700::/40,4134,Chinanet
240e:438:8800::/43,4134,Chinanet
240e:438:8820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8840::/42,4134,Chinanet
240e:438:8880::/41,4134,Chinanet
240e:438:8900::/40,4134,Chinanet
240e:438:8a00::/43,4134,Chinanet
240e:438:8a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8a40::/42,4134,Chinanet
240e:438:8a80::/41,4134,Chinanet
240e:438:8b00::/40,4134,Chinanet
240e:438:8c00::/43,4134,Chinanet
240e:438:8c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8c40::/42,4134,Chinanet
240e:438:8c80::/41,4134,Chinanet
240e:438:8d00::/40,4134,Chinanet
240e:438:8e00::/43,4134,Chinanet
240e:438:8e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:8e40::/42,4134,Chinanet
240e:438:8e80::/41,4134,Chinanet
240e:438:8f00::/40,4134,Chinanet
240e:438:9000::/43,4134,Chinanet
240e:438:9020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9040::/42,4134,Chinanet
240e:438:9080::/41,4134,Chinanet
240e:438:9100::/40,4134,Chinanet
240e:438:9200::/43,4134,Chinanet
240e:438:9220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9240::/42,4134,Chinanet
240e:438:9280::/41,4134,Chinanet
240e:438:9300::/40,4134,Chinanet
240e:438:9400::/43,4134,Chinanet
240e:438:9420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9440::/42,4134,Chinanet
240e:438:9480::/41,4134,Chinanet
240e:438:9500::/40,4134,Chinanet
240e:438:9600::/43,4134,Chinanet
240e:438:9620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9640::/42,4134,Chinanet
240e:438:9680::/41,4134,Chinanet
240e:438:9700::/40,4134,Chinanet
240e:438:9800::/43,4134,Chinanet
240e:438:9820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9840::/42,4134,Chinanet
240e:438:9880::/41,4134,Chinanet
240e:438:9900::/40,4134,Chinanet
240e:438:9a00::/43,4134,Chinanet
240e:438:9a20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9a40::/42,4134,Chinanet
240e:438:9a80::/41,4134,Chinanet
240e:438:9b00::/40,4134,Chinanet
240e:438:9c00::/43,4134,Chinanet
240e:438:9c20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9c40::/42,4134,Chinanet
240e:438:9c80::/41,4134,Chinanet
240e:438:9d00::/40,4134,Chinanet
240e:438:9e00::/43,4134,Chinanet
240e:438:9e20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:9e40::/42,4134,Chinanet
240e:438:9e80::/41,4134,Chinanet
240e:438:9f00::/40,4134,Chinanet
240e:438:a000::/43,4134,Chinanet
240e:438:a020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:a040::/42,4134,Chinanet
240e:438:a080::/41,4134,Chinanet
240e:438:a100::/40,4134,Chinanet
240e:438:a200::/43,4134,Chinanet
240e:438:a220::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:a240::/42,4134,Chinanet
240e:438:a280::/41,4134,Chinanet
240e:438:a300::/40,4134,Chinanet
240e:438:a400::/43,4134,Chinanet
240e:438:a420::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:a440::/42,4134,Chinanet
240e:438:a480::/41,4134,Chinanet
240e:438:a500::/40,4134,Chinanet
240e:438:a600::/43,4134,Chinanet
240e:438:a620::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:a640::/42,4134,Chinanet
240e:438:a680::/41,4134,Chinanet
240e:438:a700::/40,4134,Chinanet
240e:438:a800::/43,4134,Chinanet
240e:438:a820::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:a840::/42,4134,Chinanet
240e:438:a880::/41,4134,Chinanet
240e:438:a900::/40,4134,Chinanet
240e:438:aa00::/43,4134,Chinanet
240e:438:aa20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:aa40::/42,4134,Chinanet
240e:438:aa80::/41,4134,Chinanet
240e:438:ab00::/40,4134,Chinanet
240e:438:ac00::/43,4134,Chinanet
240e:438:ac20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:ac40::/42,4134,Chinanet
240e:438:ac80::/41,4134,Chinanet
240e:438:ad00::/40,4134,Chinanet
240e:438:ae00::/43,4134,Chinanet
240e:438:ae20::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:ae40::/42,4134,Chinanet
240e:438:ae80::/41,4134,Chinanet
240e:438:af00::/40,4134,Chinanet
240e:438:b000::/43,4134,Chinanet
240e:438:b020::/43,140647,"CHINATELECOM Guizhou province Shengji 5G network"
240e:438:b040::/42,4134,Chinanet
240e:438:b080::/41,4134,Chinanet
240e:438:b100::/40,4134,Chinanet
